index,count,title,brand,Rating,Panel,community,avgscore,NOM,Previous NOM,Agave_Region,Region,Cooking,Extraction,Water_Source,Fermentation,Distillation,Still,Aging,ABVorProof,Other,aromas1c,aromas1t,aromas2c,aromas2t,aromas3c,aromas3t,aromas4c,aromas4t,aromas5c,aromas5t,aromas6c,aromas6t,aromas7c,aromas7t,aromas8c,aromas8t,aromas9c,aromas9t,aromas10c,aromas10t,aromas11c,aromas11t,aromas12c,aromas12t,flavors1c,flavors1t,flavors2c,flavors2t,flavors3c,flavors3t,flavors4c,flavors4t,flavors5c,flavors5t,flavors6c,flavors6t,flavors7c,flavors7t,flavors8c,flavors8t,flavors9c,flavors9t,flavors10c,flavors10t,flavors11c,flavors11t,flavors12c,flavors12t
233,1,Calera Tequila Añejo,Calera,5,78,65,71.5,1431,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,American White Oak barrels Used barrels,40% abv (80-proof),-,1,Whiskey,,,,,,,,,,,,,,,,,,,,,,,1,Plum,1,Dried Fruit,1,Alcohol,1,Caramel,1,Vanilla,1,Cinnamon,1,Oak,1,Whiskey,1,Barrel Spice,,,,,,
234,1,Calera Tequila Extra Añejo,Calera,12,80,82,81,1431,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,1,Alcohol,1,Agave (cooked),1,Barrel Spice,,,,,,,,,,,,,,,,,,,1,Butterscotch,1,Caramel,1,Fruity,1,Flowers,1,Agave (cooked),1,Alcohol,1,Barrel Spice,,,,,,,,,,
235,1,Calera Tequila Blanco,Calera,7,80,79,79.5,1431,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1,Calera Real Blanco,Calera Real,0,,,0,1431,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,American White Oak barrels Used barrels,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1,Calera Real Reposado,Calera Real,2,,82,41,1431,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1,Calera Real Añejo,Calera Real,0,,,0,1431,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1,Calle Azul Añejo,Calle Azul,7,,85,42.5,1143,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,1,Cantares de Mi Raza Añejo,Cantares de Mi Raza,0,,,0,1431,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1,Cantera Añejo,Cantera,4,82,79,80.5,1143,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,-,-,-,1,Agave (cooked),1,Alcohol,1,Oak,1,Barrel Spice,,,,,,,,,,,,,,,,,1,Agave (cooked),1,Alcohol,1,Oak,1,Barrel Spice,,,,,,,,,,,,,,,,
301,1,Cantera Negra Silver,Cantera Negra,77,76,78,77,1554,,Jalisco (Tequila Valley),Jalisco (Central),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,7,Alcohol,6,Pepper (black),5,Agave (cooked),4,Vanilla,4,Earth,3,Citrus,2,Minerals,2,Agave (raw),2,Herbal,2,Vegetal,2,Thyme,2,Hay,9,Pepper (black),7,Alcohol,7,Vanilla,4,Agave (cooked),2,Citrus,2,Earth,2,Grass,2,Vegetal,2,Celery,2,Basil,2,Parsley,2,Sage
302,1,Cantera Negra Reposado,Cantera Negra,82,81,81,81,1554,,Jalisco (Tequila Valley),Jalisco (Central),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,4,Vanilla,4,Oak,3,Caramel,2,Leather,2,Wood Bark,2,Barrel Spice,2,Agave (cooked),2,Agave (raw),2,Strawberry,2,Peppermint,2,Rose,2,Flowers,8,Oak,6,Vanilla,4,Agave (cooked),3,Caramel,2,Earth,2,Leather,2,Pepper (black),2,Vegetal,2,Agave (raw),2,Grapefruit,1,Cinnamon,1,Smoke
303,1,Cantera Negra Añejo,Cantera Negra,121,75,83,79,1554,,Jalisco (Tequila Valley),Jalisco (Central),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,8,Agave (cooked),7,Oak,6,Caramel,6,Vanilla,3,Flowers,3,Butter,2,Alcohol,2,Banana,2,Dried Fruit,2,Tangerine,2,Spearmint,2,Licorice,9,Agave (cooked),9,Oak,5,Vanilla,4,Alcohol,4,Caramel,3,Pepper (black),3,Mint,2,Baking Spice,2,Whiskey,2,Dill,2,White Pepper,2,Chocolate
304,1,Cantera Negra Extra Añejo,Cantera Negra,84,78,85,81.5,1554,,Jalisco (Tequila Valley),Jalisco (Central),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,3,Whiskey,3,Agave (cooked),2,Vanilla,2,Oak,2,Smoke,2,Alcohol,1,Cherry,1,Mushroom,1,Coffee,1,Chocolate,1,Caramel,1,Pepper (black),5,Whiskey,5,Oak,4,Agave (cooked),3,Vanilla,2,Smoke,2,Pepper (black),2,Alcohol,1,Cherry,1,Chocolate,1,Caramel,1,Honey,1,Nuts
333,1,Carreta de Oro Reposado,Carreta de Oro,6,71,80,75.5,1551,,Jalisco (Tequila Valley),Jalisco (Central),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,American White Oak barrels,40% abv (80-proof),Aeration,1,Agave (cooked),1,Oak,1,Medicinal,,,,,,,,,,,,,,,,,,,1,Agave (cooked),1,Oak,1,Medicinal,,,,,,,,,,,,,,,,,,
334,1,Carreta de Oro Blanco,Carreta de Oro,4,75,,37.5,1551,,Jalisco (Tequila Valley),Jalisco (Central),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),Aeration,2,Agave (cooked),1,Alcohol,1,Pepper (black),1,Anise,1,Flowers,,,,,,,,,,,,,,,2,Agave (cooked),2,Pepper (black),1,Alcohol,1,Earth,1,Rubber,1,Tropical Fruits,,,,,,,,,,,,
335,1,Carreta de Oro Añejo,Carreta de Oro,5,77,80,78.5,1554,,-,Jalisco (Central),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,1,Tequila Carruaje Reposado,Carruaje,0,,,0,1173,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,1,Casa de Luna Blanco,Casa de Luna,11,70,74,72,1551,,-,Jalisco (Central),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,1,Casa de Luna Reposado,Casa de Luna,6,76,87,81.5,1551,,-,Jalisco (Central),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,American White Oak barrels,40% abv (80-proof),-,2,Licorice,2,Honey,2,Vanilla,2,Agave (cooked),1,Raisin,1,Oak,1,Cocoa,1,Chocolate,1,Jasmine,1,Citrus,1,Plum,1,Butter,1,Chocolate,1,Honey,1,Pepper (black),1,Olive,1,Agave (raw),1,Agave (cooked),1,Vanilla,,,,,,,,,,
358,1,Casa de Luna Añejo,Casa de Luna,8,77,83,80,1551,,-,Jalisco (Central),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,American White Oak barrels,40% abv (80-proof),-,1,Oak,,,,,,,,,,,,,,,,,,,,,,,1,Oak,,,,,,,,,,,,,,,,,,,,,,
362,1,Casa de Reynoso Añejo,Casa de Reynoso,0,,,0,1554,,-,Jalisco (Central),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,1,Casa Grande Reposado,Casa Grande,0,,,0,1173,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1,Casta Pasión Blanco,Casta Pasion,6,,74,37,1173,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,1,Charcoal,1,Bell Pepper,1,Agave (cooked),,,,,,,,,,,,,,,,,,,1,Grass (cut),1,Alcohol,1,Agave (raw),1,Bell Pepper,,,,,,,,,,,,,,,,
459,1,Casta Pasión Reposado,Casta Pasion,16,83,75,79,1173,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,3,Agave (cooked),2,Pepper (black),2,Oak,1,Vanilla,1,Caramel,1,Grass,1,Baking Spice,,,,,,,,,,,1,Acetone,,,,,,,,,,,,,,,,,,,,,,
460,1,Casta Pasión Añejo,Casta Pasion,10,67,79,73,1173,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,1,Agave (cooked),1,Alcohol,1,Vanilla,,,,,,,,,,,,,,,,,,,1,Agave (cooked),1,Alcohol,1,Vanilla,,,,,,,,,,,,,,,,,,
462,1,Casta Pasión Worm Bottle Reposado,Casta Pasion,0,,,0,1431,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,1,Casta Oro,Casta Pasion,0,,,0,1173,(Previously:1146),-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,1,Casta - Worm Bottle Añejo,Casta Pasion,4,84,73,78.5,1173,(Previously:1420),-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,2,Earth,1,Citrus,1,Tangerine,1,Orange,1,Grapefruit,1,Pitted Fruit,1,Fruity,1,Cherry,1,Cinnamon,1,Pepper (black),1,Vanilla,1,Caramel,1,Citrus,1,Tangerine,1,Orange,1,Grapefruit,1,Pitted Fruit,1,Fruity,1,Cherry,1,Cinnamon,1,Pepper (black),1,Caramel,1,Vanilla,1,Agave (cooked)
465,1,Casta Pasión Worm Bottle Añejo,Casta Pasion,6,81,87,84,1431,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,2,Pepper (black),2,Agave (cooked),1,Citrus,1,Orange,1,Grapefruit,1,Alcohol,1,Oak,1,Smoke,1,Berry,,,,,,,2,Pepper (black),2,Agave (cooked),1,Citrus,1,Alcohol,1,Oak,1,Smoke,1,Berry,,,,,,,,,,
483,1,Cava Antigua Silver,Cava Antigua,11,74,74,74,1431,(Previously:1447 1420),-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,1,Butterscotch,1,Vanilla,1,Citrus,1,Butter,1,Alcohol,1,Solvent,,,,,,,,,,,,,1,Rose,1,Grapefruit,1,Metallic,1,Alcohol,1,Solvent,,,,,,,,,,,,,,
484,1,Cava Antigua Reposado,Cava Antigua,14,73,82,77.5,1431,(Previously:1447 1420),-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,1,Agave (cooked),1,Oak,,,,,,,,,,,,,,,,,,,,,1,Agave (cooked),1,Oak,,,,,,,,,,,,,,,,,,,,
485,1,Cava Antigua Añejo,Cava Antigua,19,73,80,76.5,1431,(Previously:1447 1420),-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,2,Caramel,1,Butterscotch,1,Resin,1,Pepper (black),1,Whiskey,1,Oak,,,,,,,,,,,,,2,Caramel,1,Vanilla,1,Oak,,,,,,,,,,,,,,,,,,
486,1,Cava Antigua Extra Aged,Cava Antigua,16,83,85,84,1431,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,American White Oak barrels Used barrels,40% abv (80-proof),-,2,Agave (cooked),2,Caramel,2,Vanilla,1,Cherries (dried),1,Black Tea,1,Flowers,1,White Pepper,1,Butterscotch,1,Honey,1,Chocolate,1,Cream Soda,1,Metallic,4,Agave (cooked),4,Vanilla,3,Chocolate,3,Caramel,3,Oak,1,Butter,1,Pear,1,White Pepper,1,Butterscotch,1,Charcoal,1,Honey,1,Dried Fruit
501,1,Cava Vieja Tequila Añejo Cristalino,Cava Vieja,0,,,0,1431,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,Deep well water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Stainless Steel Pot,American White Oak barrels Used barrels,50% abv (100-proof),Color Filtration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,1,Charro Mexicano Antiguo Blanco,Charro Mexicano Antiguo,0,,,0,1431,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,1,Chichen Itza Tequila Blanco,Chichen Itza,0,,,0,1431,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,1,Chichen Itza Tequila Reposado,Chichen Itza,0,,,0,1431,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,1,Tequila Cielo y Tierra Reposado,Cielo y Tierra,2,,75,37.5,1431,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,1,Clase Azul Reposado,Clase Azul,3477,73,86,79.5,1595,(Previously:1416 1137),Jalisco (Los Altos),Jalisco (Central),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,American White Oak barrels Used barrels,40% abv (80-proof),-,14,2  Vanilla,10,5  Caramel,70,Agave (cooked),46,Oak,32,Butterscotch,29,Butter,24,Pepper (black),22,Honey,21,Cinnamon,14,Toffee,14,Alcohol,12,Cream Soda,17,6  Vanilla,12,8  Caramel,79,Agave (cooked),58,Oak,42,Butter,38,Butterscotch,33,Pepper (black),30,Honey,21,Cinnamon,18,Cream Soda,17,Toffee,16,Alcohol
636,1,Clase Azul Plata,Clase Azul,677,66,81,73.5,1595,(Previously:1416 1137),-,Jalisco (Central),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,29,Agave (cooked),17,Vanilla,11,Pepper (black),9,Cream Soda,9,Caramel,7,Fruity,7,Alcohol,5,Agave (raw),5,Mint,5,Citrus,4,Lime,3,Butterscotch,26,Agave (cooked),18,Vanilla,16,Pepper (black),10,Cream Soda,9,Caramel,6,Alcohol,6,Mint,5,Fruity,5,Agave (raw),4,Cinnamon,4,Citrus,4,Artificial Sweetener
637,1,Clase Azul Añejo,Clase Azul,325,68,84,76,1595,(Previously:1416),-,Jalisco (Central),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,American White Oak barrels Used barrels,40% abv (80-proof),-,19,Vanilla,17,Caramel,10,Oak,9,Agave (cooked),5,Whiskey,4,Earth,4,Black Tea,4,Cinnamon,4,Clove,3,Citrus,3,Tobacco,3,Chocolate,17,Vanilla,15,Caramel,12,Oak,7,Agave (cooked),6,Butterscotch,4,Cinnamon,4,Clove,4,Nutmeg,3,Butter,3,Banana,3,Black Tea,3,Tobacco
638,1,Clase Azul Ultra,Clase Azul,163,74,86,80,1595,(Previously:1416),Jalisco (Los Altos),Jalisco (Central),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,Used barrels Sherry casks,40% abv (80-proof),-,9,Caramel,9,Oak,6,Agave (cooked),5,Vanilla,5,Chocolate,4,Butterscotch,3,Cinnamon,2,Plum,2,Honey,2,Almond,2,Butter,2,Nutmeg,7,Caramel,7,Oak,5,Agave (cooked),4,Vanilla,4,Butterscotch,4,Chocolate,3,Molasses,2,Cinnamon,2,Dried Fruit,2,Nutmeg,2,Fruity,2,Alcohol
639,1,Clase Azul Pink Reposado,Clase Azul,53,81,86,83.5,1595,,-,Jalisco (Central),-,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,-,-,40% abv (80-proof),-,1,Caramel,1,Cake Batter,1,Vanilla,1,Cherry,1,Tangerine,1,Tamarind,1,Cream Soda,,,,,,,,,,,1,Caramel,1,Vanilla,1,Cake Batter,1,Dried Fruit,1,Tangerine,,,,,,,,,,,,,,
640,1,Clase Azul Gold,Clase Azul,105,80,85,82.5,1595,,-,Jalisco (Central),-,Roller Mill,-,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Copper Pot,Sherry casks Bourbon barrels,40% abv (80-proof),Blended batches,3,Vanilla,2,Oak,1,Grass,1,Butter,1,Agave (cooked),1,Alcohol,1,Caramel,1,Pepper (black),1,Pineapple,1,Anise,1,Herbal,1,Cherry,3,Vanilla,3,Butter,2,Oak,2,Agave (cooked),2,Pepper (black),1,Artificial Sweetener,1,Caramel,1,Hominy,1,Earth,1,Vegetal,1,Cherry,1,Cinnamon
661,1,Codicia Blanco,Codicia,3,51,58,54.5,1173,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,1,Codicia Reposado,Codicia,1,81,,40.5,1173,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,1,Agave (cooked),1,Chocolate,1,Earth,1,Cinnamon,,,,,,,,,,,,,,,,,1,Agave (cooked),1,Chocolate,1,Earth,1,Cinnamon,1,Barrel Spice,,,,,,,,,,,,,,
663,1,Codicia Añejo,Codicia,0,,,0,1173,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,1,Colores de Mi Tierra Reposado,Colores de Mi Tierra,1,,90,45,1431,(Previously:1450),-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,1,Colores de Mi Tierra Silver,Colores de Mi Tierra,0,,,0,1431,(Previously:1450),-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,1,Colores de Mi Tierra Añejo,Colores de Mi Tierra,0,,,0,1431,(Previously:1450),-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,1,Corazon de Mexico Reposado Tequila,Corazon de Mexico,6,83,78,80.5,1551,,-,Jalisco (Central),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,35-39% abv (70-78 proof),-,1,Agave (cooked),1,Caramel,1,Fruity,1,Nutmeg,1,Baking Spice,1,Vanilla,1,Leather,1,Pepper (black),1,Cinnamon,1,Nuts,1,Berry,1,Pitted Fruit,1,Agave (cooked),1,Caramel,1,Fruity,1,Nutmeg,1,Baking Spice,1,Vanilla,1,Leather,1,Pepper (black),1,Cinnamon,1,Nuts,1,Berry,1,Pitted Fruit
784,1,Dame Más Reserva Extra Añejo,Dame Más,73,68,86,77,1551,,-,Jalisco (Central),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,American White Oak barrels Used barrels,40% abv (80-proof),-,5,Agave (cooked),5,Oak,3,Caramel,3,Vanilla,2,Butter,2,Butterscotch,1,Cider,1,Chestnut,1,Honey,1,Almond,1,Orange,1,Fruity,5,Oak,4,Agave (cooked),4,Vanilla,3,Caramel,3,Artificial Sweetener,2,Butterscotch,2,Dried Fruit,2,Nutmeg,2,Honey,1,Butter,1,Peppermint,1,Orange
793,1,De Coraz Tequila Reposado,De Coraz,0,,,0,1551,,-,Jalisco (Central),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,1,De Los Altos Silver,De Los Altos,16,80,79,79.5,1529,(Previously:1483 1499),-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,4,Agave (cooked),4,Mint,3,Pepper (black),2,Citrus,2,Vegetal,2,Pine Tree,1,Smoke,1,Rubber,,,,,,,,,4,Agave (cooked),4,Pepper (black),4,Vegetal,4,Mint,2,Citrus,2,Pine Tree,1,Alcohol,1,Minerals,,,,,,,,
799,1,De Los Altos Reposado,De Los Altos,16,86,81,83.5,1529,(Previously:1483),-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,2,Alcohol,1,Oak,1,Agave (cooked),,,,,,,,,,,,,,,,,,,1,Oak,1,Alcohol,1,Agave (cooked),,,,,,,,,,,,,,,,,,
800,1,De Los Altos Añejo,De Los Altos,6,89,80,84.5,1529,(Previously:1483),-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,2,Agave (cooked),2,Earth,2,Oak,1,Fruity,1,Flowers,1,Bell Pepper,1,Dill,1,Mint,1,Celery,1,Anise,1,Gardenia,1,Jasmine,1,Bell Pepper,1,Dill,1,Celery,1,Jasmine,1,Lavender,1,Allspice,1,Clove,1,Agave (cooked),1,Butter,1,Earth,1,Oak,,
810,1,Del Mayor Reposado,Del Mayor,5,,86,43,1143,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,1,Tequila Deleite Blanco,Deleite,1,,100,50,1431,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,1,Tequila Deleite Extra Añejo,Deleite,4,,84,42,1431,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,2,Caramel,2,Vanilla,1,Cinnamon,1,Orange Peel,1,Allspice,1,Agave (cooked),,,,,,,,,,,,,1,Vanilla,1,Caramel,1,Flowers,1,Cream Soda,,,,,,,,,,,,,,,,
821,1,Tequila Negro Deleite Oro,Deleite,0,,,0,1431,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,1,Despecho Tequila Reposado,Despecho,0,,,0,1173,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,1,Despecho Tequila Blanco,Despecho,0,,,0,1173,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,1,Tequila Diligencias Gold,Diligencias,0,,,0,1124,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,1,Tequila Diligencias Joven,Diligencias,0,,,0,1124,,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
